Year,State,District,Rice,Wheat,Jowar,Pearl Millet,Maize,Barley,Chickpea,Groundnut,Sesamum,Sugarcane,Cotton
2014,Rajasthan,Jalore,-1.0,1889,1588,1367,1417,1533,3350,4157,9256,-1,7680
2015,Rajasthan,Jalore,-1.0,1933,1793,1386,1500,1778,3500,3957,6886,-1,6100
2003,Rajasthan,Jhalawar,-1.0,653,556,480,443,548,1532,1645,2513,-1,3740
2004,Rajasthan,Jhalawar,1220.0,663,580,-1,480,546,1316,1665,2550,-1,-1
2005,Rajasthan,Jhalawar,1014.0,760,824,506,551,613,1643,1569,2682,-1,3910
2006,Rajasthan,Jhalawar,1271.0,853,653,672,639,876,1824,1609,2852,-1,3910
2007,Rajasthan,Jhalawar,1836.0,882,860,-1,615,750,2059,2657,3684,-1,2680
2008,Rajasthan,Jhalawar,1177.0,1110,1062,710,701,931,2281,2884,4253,2207,-1
2009,Rajasthan,Jhalawar,1665.0,1220,1283,902,894,1076,2338,2368,5646,-1,-1
2010,Rajasthan,Jhalawar,2120.0,1188,1138,840,913,833,2135,2826,5036,-1,6170
2011,Rajasthan,Jhalawar,2533.0,1145,1212,868,965,1095,3223,3457,4271,-1,7010
2012,Rajasthan,Jhalawar,2800.0,1495,2292,1306,1335,1182,3279,4753,9183,-1,-1
2013,Rajasthan,Jhalawar,4349.0,1473,2338,910,1211,1380,-1,4313,9061,-1,-1
2014,Rajasthan,Jhalawar,3008.0,1491,1815,1500,1163,1211,4106,4341,8563,-1,-1
2015,Rajasthan,Jhalawar,2623.0,-1,1817,1500,1322,-1,-1,4195,7399,-1,-1
2003,Rajasthan,Jhunjhunu,-1.0,684,-1,428,-1,475,1361,-1,-1,-1,-1
2004,Rajasthan,Jhunjhunu,-1.0,715,-1,522,-1,514,1404,-1,-1,-1,-1
2005,Rajasthan,Jhunjhunu,-1.0,891,-1,623,-1,662,1881,-1,-1,-1,-1
2006,Rajasthan,Jhunjhunu,-1.0,954,-1,678,-1,653,2110,-1,-1,-1,-1
2007,Rajasthan,Jhunjhunu,-1.0,1049,-1,611,-1,1063,2339,-1,-1,-1,-1
2008,Rajasthan,Jhunjhunu,-1.0,1110,786,685,752,850,2390,2154,5551,2207,-1
2009,Rajasthan,Jhunjhunu,-1.0,1161,-1,936,-1,1089,2302,2750,5814,-1,-1
2010,Rajasthan,Jhunjhunu,-1.0,1143,-1,747,-1,1080,2136,-1,-1,-1,-1
2011,Rajasthan,Jhunjhunu,-1.0,1237,-1,785,-1,1297,3678,2650,-1,-1,-1
2012,Rajasthan,Jhunjhunu,-1.0,1420,-1,1103,-1,1172,3105,3543,-1,-1,-1
2013,Rajasthan,Jhunjhunu,-1.0,1452,-1,1161,-1,1189,-1,3897,-1,-1,-1
2014,Rajasthan,Jhunjhunu,-1.0,1465,-1,1122,-1,1187,3870,4117,-1,-1,-1
2015,Rajasthan,Jhunjhunu,-1.0,1642,-1,1238,-1,1428,5698,4022,-1,-1,-1
2003,Rajasthan,Jodhpur,-1.0,765,652,493,738,608,1443,1634,2677,-1,2319
2004,Rajasthan,Jodhpur,-1.0,805,628,523,644,642,1464,1579,2820,-1,2356
2005,Rajasthan,Jodhpur,-1.0,1042,741,702,693,767,2119,1807,2652,-1,1860
2006,Rajasthan,Jodhpur,-1.0,1141,905,954,954,778,1885,2887,3223,-1,2131
2007,Rajasthan,Jodhpur,-1.0,1136,963,881,1050,1039,2179,2693,3330,-1,2560
2008,Rajasthan,Jodhpur,-1.0,1350,731,796,818,970,2180,2362,5795,2207,2782
2009,Rajasthan,Jodhpur,-1.0,1500,1189,1105,1041,1095,2190,2591,5681,-1,2981
2010,Rajasthan,Jodhpur,-1.0,1434,1273,1134,-1,1141,2216,2386,5780,-1,2818
2011,Rajasthan,Jodhpur,-1.0,1385,1302,997,1223,1178,2914,4448,5324,-1,4679
2012,Rajasthan,Jodhpur,-1.0,1750,1500,1300,1600,1275,2850,5000,7500,-1,4500
2013,Rajasthan,Jodhpur,-1.0,1893,1535,1305,1390,1367,-1,3840,9742,-1,4331
2014,Rajasthan,Jodhpur,-1.0,1856,1424,1249,1410,1436,3957,3900,9440,-1,4480
2015,Rajasthan,Jodhpur,-1.0,2052,1656,1344,1640,1558,5069,3926,6737,-1,4928
2003,Rajasthan,Kota,-1.0,692,531,-1,389,495,1362,1842,2615,1354,-1
2004,Rajasthan,Kota,1665.0,675,606,-1,389,581,1481,1704,2735,-1,-1
2005,Rajasthan,Kota,1471.0,873,839,-1,612,693,2024,1647,2893,1580,-1
2006,Rajasthan,Kota,1740.0,919,1057,-1,564,722,2073,1959,3091,1364,-1
2007,Rajasthan,Kota,2300.0,1023,1180,-1,760,1122,2279,2294,4495,1276,-1
2008,Rajasthan,Kota,1952.0,1059,986,710,752,814,2375,1732,5625,1317,-1
2009,Rajasthan,Kota,1585.0,1185,1143,902,946,1044,2244,2242,5605,-1,-1
2010,Rajasthan,Kota,1776.0,1165,1078,-1,960,1040,2044,2544,5263,-1,-1
2011,Rajasthan,Kota,1405.0,1186,1508,-1,1047,1166,3593,3040,5447,2990,-1
2012,Rajasthan,Kota,2024.0,1467,2104,-1,1240,1193,3374,3059,8101,3147,-1
2013,Rajasthan,Kota,2250.0,1507,2256,-1,1298,1183,-1,3052,10478,3451,-1
2014,Rajasthan,Kota,2066.0,1485,2849,-1,1554,1182,3610,2693,8902,3440,-1
2015,Rajasthan,Kota,2382.0,1522,2667,-1,1373,1239,3734,3903,6950,3941,-1
2003,Rajasthan,Nagaur,-1.0,715,538,430,532,537,1401,1728,2981,-1,-1
2004,Rajasthan,Nagaur,-1.0,766,569,522,561,622,1405,2675,2978,-1,1840
2005,Rajasthan,Nagaur,-1.0,1030,696,687,611,745,2068,1810,3122,-1,-1
2006,Rajasthan,Nagaur,-1.0,1019,819,751,769,746,2283,1799,3134,-1,-1
2007,Rajasthan,Nagaur,-1.0,1140,772,687,796,970,2296,2217,3765,-1,-1
2008,Rajasthan,Nagaur,-1.0,1276,841,720,734,900,2265,2439,5075,2207,2905
2009,Rajasthan,Nagaur,-1.0,1439,1219,1009,1138,1109,2360,2839,6421,-1,3113
2010,Rajasthan,Nagaur,-1.0,1314,1454,849,982,1137,2076,2851,5018,-1,4137
2011,Rajasthan,Nagaur,-1.0,1425,1147,783,859,1254,3220,3393,4508,-1,3692
2012,Rajasthan,Nagaur,-1.0,1645,1540,1298,1097,1207,3048,4786,8966,-1,4046
2013,Rajasthan,Nagaur,-1.0,1654,1422,1239,1389,1291,-1,3486,11697,-1,5012
2014,Rajasthan,Nagaur,-1.0,1710,2018,1243,1172,1385,3661,3717,9548,-1,4370
2015,Rajasthan,Nagaur,-1.0,1904,1964,1416,1751,1528,4791,4010,6924,-1,4822
2003,Rajasthan,Pali,-1.0,798,438,432,539,643,1604,1528,2946,-1,2295
2004,Rajasthan,Pali,-1.0,863,539,524,552,650,1393,2418,3280,-1,1676
2005,Rajasthan,Pali,-1.0,1000,635,646,723,787,1926,1516,2930,-1,1785
2006,Rajasthan,Pali,-1.0,1071,862,765,907,789,2143,1985,2998,-1,1740
2007,Rajasthan,Pali,-1.0,1118,769,692,806,1022,2331,2341,4165,-1,1990
2008,Rajasthan,Pali,-1.0,1316,783,755,849,1001,2191,2114,6228,2207,2466
2009,Rajasthan,Pali,-1.0,1502,1057,1063,1132,1086,2058,2750,5913,-1,2983
2010,Rajasthan,Pali,-1.0,1334,1228,872,1114,1065,2192,-1,4964,-1,3550
2011,Rajasthan,Pali,-1.0,1405,1162,972,1177,1261,3532,-1,5473,-1,3705
2012,Rajasthan,Pali,-1.0,1753,1212,1231,1445,1275,3071,-1,8792,-1,3430
2013,Rajasthan,Pali,-1.0,1792,1414,1317,1670,1281,-1,5625,10547,-1,4692
2014,Rajasthan,Pali,-1.0,1525,1366,1316,1542,1592,3584,3214,9559,-1,4307
2015,Rajasthan,Pali,-1.0,1906,1610,1414,1610,1630,5019,5853,7030,-1,4561
2003,Rajasthan,Swami Madhopur,-1.0,648,466,324,377,467,1329,1671,2814,-1,-1
2004,Rajasthan,Swami Madhopur,-1.0,713,528,460,521,590,1419,1687,3270,-1,-1
2005,Rajasthan,Swami Madhopur,1599.0,834,601,536,562,724,1925,1469,2953,-1,-1
2006,Rajasthan,Swami Madhopur,-1.0,957,732,610,697,768,2030,1664,2974,-1,-1
2007,Rajasthan,Swami Madhopur,-1.0,1039,712,590,721,956,2373,1860,4099,-1,-1
2008,Rajasthan,Swami Madhopur,-1.0,1063,785,641,743,867,2188,1922,5536,2528,-1
2009,Rajasthan,Swami Madhopur,2584.0,1196,992,905,961,1007,2342,2530,6264,-1,-1
2010,Rajasthan,Swami Madhopur,1633.0,1069,946,831,843,938,2124,2726,4990,2440,-1
2011,Rajasthan,Swami Madhopur,2750.0,1200,1035,842,1015,1255,3298,2789,5601,-1,-1
2012,Rajasthan,Swami Madhopur,2734.0,1462,1120,1093,1058,1246,3370,4245,8733,-1,-1
2013,Rajasthan,Swami Madhopur,3470.0,1489,1237,1162,1245,1302,-1,3353,10613,-1,-1
2014,Rajasthan,Swami Madhopur,3480.0,1427,1392,1104,1278,1238,3419,3543,9993,-1,-1
2015,Rajasthan,Swami Madhopur,3490.0,1527,1362,1257,1410,1492,4756,3578,7620,-1,-1
2003,Rajasthan,Sikar,-1.0,702,-1,373,-1,507,1350,1600,2025,-1,2500
2004,Rajasthan,Sikar,-1.0,750,-1,503,750,569,1380,1590,2740,-1,2340
2005,Rajasthan,Sikar,-1.0,1000,-1,641,775,663,1917,1725,2470,-1,1750
2006,Rajasthan,Sikar,-1.0,1035,-1,683,750,719,2156,1850,2866,-1,-1
2007,Rajasthan,Sikar,-1.0,1142,-1,641,-1,943,2287,2240,2913,-1,3120
2008,Rajasthan,Sikar,-1.0,1233,786,676,750,783,2378,2200,5098,2207,3100
2009,Rajasthan,Sikar,-1.0,1342,-1,901,-1,978,2298,2893,5480,-1,-1
2010,Rajasthan,Sikar,-1.0,1233,-1,797,-1,1070,2054,3260,4550,-1,-1
2011,Rajasthan,Sikar,-1.0,1317,-1,786,-1,1328,3667,3177,-1,-1,5370
2012,Rajasthan,Sikar,-1.0,1508,-1,1167,-1,1183,3167,4650,9375,-1,6067
2013,Rajasthan,Sikar,-1.0,1589,-1,1122,-1,1144,-1,4350,9022,-1,6167
2014,Rajasthan,Sikar,-1.0,1536,-1,1203,-1,1152,3491,4000,8856,-1,6667
2015,Rajasthan,Sikar,-1.0,1725,-1,1228,-1,1428,4987,4090,8271,-1,7937
2003,Rajasthan,Sirohi,-1.0,828,516,573,559,608,1434,1406,2082,-1,1775
2004,Rajasthan,Sirohi,-1.0,875,521,565,575,634,1569,1330,2467,-1,1670
2005,Rajasthan,Sirohi,-1.0,1031,588,643,614,847,2250,1195,2223,-1,1838
2006,Rajasthan,Sirohi,1615.0,1025,699,705,705,786,2264,1321,2305,-1,1934
2007,Rajasthan,Sirohi,1615.0,1059,799,753,815,987,2245,1743,3440,-1,2019
2008,Rajasthan,Sirohi,2640.0,1362,882,811,848,952,2170,2254,5374,2858,2515
2009,Rajasthan,Sirohi,-1.0,1508,1136,1064,1158,1142,2128,3041,5919,-1,3302
2010,Rajasthan,Sirohi,-1.0,1263,1157,868,1116,1141,2218,2266,4978,-1,3760
2011,Rajasthan,Sirohi,-1.0,1298,1387,944,1118,1262,3500,3486,5364,-1,3820
2012,Rajasthan,Sirohi,-1.0,1643,1441,1291,1372,1325,2983,4144,7961,3280,4316
2013,Rajasthan,Sirohi,-1.0,1802,1535,1391,1389,1452,-1,3796,9525,-1,4645
2014,Rajasthan,Sirohi,-1.0,1815,2543,1383,1408,1350,3617,4315,8396,-1,4166
2015,Rajasthan,Sirohi,-1.0,1895,1210,1571,1676,1756,7306,3897,5862,-1,4318
2003,Rajasthan,Tonk,-1.0,690,447,378,471,508,1420,1440,2502,-1,-1
2004,Rajasthan,Tonk,-1.0,705,565,490,518,579,1480,1403,3051,-1,-1
2005,Rajasthan,Tonk,1268.0,816,699,575,650,689,1890,1445,2594,-1,-1
2006,Rajasthan,Tonk,-1.0,946,883,644,735,672,2131,1790,2869,-1,-1
2007,Rajasthan,Tonk,-1.0,1028,735,570,704,977,2279,2058,3501,-1,4365
2008,Rajasthan,Tonk,-1.0,1109,776,658,729,860,2294,1956,5438,2207,8196
2009,Rajasthan,Tonk,-1.0,1283,1304,949,1020,1044,2213,2565,5546,2156,-1
2010,Rajasthan,Tonk,-1.0,1086,1182,788,959,1052,2033,2410,4919,2475,-1
2011,Rajasthan,Tonk,-1.0,1115,1073,768,982,1158,3305,2861,4983,3050,-1
2012,Rajasthan,Tonk,-1.0,1427,1429,1173,1280,1135,3105,4186,8294,-1,-1
2013,Rajasthan,Tonk,-1.0,1464,1413,1185,1263,1146,-1,3565,9612,-1,-1
2014,Rajasthan,Tonk,-1.0,1427,1747,1093,1276,1204,3236,3343,8506,-1,-1
2015,Rajasthan,Tonk,-1.0,1511,3940,1290,1436,1370,4743,3549,6603,-1,4150
2003,Rajasthan,Udaipur,-1.0,722,-1,-1,-1,603,1385,-1,-1,1480,-1
2004,Rajasthan,Udaipur,956.0,721,529,-1,559,638,1398,1636,2653,-1,2300
2005,Rajasthan,Udaipur,1170.0,870,558,-1,556,726,1955,1513,2615,-1,-1
2006,Rajasthan,Udaipur,985.0,938,737,-1,797,766,2111,2865,3216,1710,3070
2007,Rajasthan,Udaipur,1192.0,1026,812,-1,794,856,2295,2531,3626,1850,3275
2008,Rajasthan,Udaipur,1496.0,1169,825,710,772,953,2382,1979,5194,2900,2209
2009,Rajasthan,Udaipur,1518.0,1308,888,902,975,1082,2235,8966,5671,2963,2790
2010,Rajasthan,Udaipur,1623.0,1257,1034,-1,1008,1037,2251,3313,5060,2950,4900
2011,Rajasthan,Udaipur,1880.0,1230,1017,-1,1048,1108,3245,2582,5370,3120,4300
2012,Rajasthan,Udaipur,2017.0,1466,1097,-1,1213,1226,3267,3214,7300,3127,3895
2013,Rajasthan,Udaipur,2198.0,1486,1181,-1,1243,1354,-1,2827,9978,3390,3715
2014,Rajasthan,Udaipur,2050.0,1491,1224,-1,1294,1348,3231,3011,9757,3660,4925
2015,Rajasthan,Udaipur,2053.0,1607,1259,-1,1458,1416,4365,4155,9822,3935,4233
2003,Punjab,Gurdaspur,-1.0,630,-1,-1,550,-1,1700,-1,3200,1400,-1
2004,Punjab,Gurdaspur,-1.0,680,-1,750,560,700,1900,2000,4500,1500,-1
2005,Punjab,Gurdaspur,-1.0,700,-1,750,650,900,2400,2000,4500,1600,-1
2006,Punjab,Gurdaspur,-1.0,850,-1,-1,850,-1,2500,-1,3300,1800,-1
2007,Punjab,Gurdaspur,-1.0,950,-1,-1,1000,-1,2550,-1,3300,1840,-1
2008,Punjab,Gurdaspur,-1.0,1000,-1,-1,675,-1,3000,-1,7000,1900,-1
2009,Punjab,Gurdaspur,-1.0,1100,-1,-1,1200,-1,2800,-1,7000,2180,-1
2010,Punjab,Gurdaspur,-1.0,1170,-1,800,1300,-1,3500,7000,6500,-1,5000
2011,Punjab,Gurdaspur,-1.0,1285,1000,1100,1000,1700,4000,6000,10000,-1,5000
2012,Punjab,Gurdaspur,-1.0,1285,-1,-1,1000,-1,-1,-1,7000,-1,-1
2013,Punjab,Gurdaspur,-1.0,1400,-1,-1,1310,-1,-1,-1,-1,-1,-1
2014,Punjab,Gurdaspur,-1.0,1400,-1,-1,1190,-1,-1,-1,-1,-1,-1
2015,Punjab,Gurdaspur,-1.0,1450,-1,-1,1130,-1,-1,-1,-1,-1,-1
2003,Punjab,Amritsar,-1.0,640,-1,-1,625,-1,1555,1965,2151,1300,-1
2004,Punjab,Amritsar,-1.0,595,-1,455,575,535,1675,2050,2315,1555,-1
2005,Punjab,Amritsar,-1.0,603,1073,468,583,545,1690,2075,2328,1565,-1
2006,Punjab,Amritsar,-1.0,620,-1,-1,603,-1,2137,-1,2343,1585,-1
2007,Punjab,Amritsar,-1.0,950,-1,-1,640,-1,-1,-1,2380,1600,-1
2008,Punjab,Amritsar,-1.0,950,-1,525,640,-1,-1,-1,2370,1800,-1
2009,Punjab,Amritsar,-1.0,1080,-1,-1,800,-1,-1,-1,2390,2000,-1
2010,Punjab,Amritsar,-1.0,1100,-1,1340,892,-1,-1,-1,2490,-1,-1
2011,Punjab,Amritsar,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2012,Punjab,Amritsar,-1.0,1285,-1,-1,1000,-1,5000,-1,7500,-1,-1
2013,Punjab,Amritsar,-1.0,1365,-1,-1,1350,-1,4100,-1,8000,-1,-1
2014,Punjab,Amritsar,-1.0,1400,-1,-1,1190,-1,-1,-1,9000,-1,-1
2015,Punjab,Amritsar,-1.0,1500,-1,-1,-1,-1,-1,-1,9000,-1,-1
2003,Punjab,Kapurthala,-1.0,620,-1,-1,450,-1,-1,-1,-1,1100,-1
2004,Punjab,Kapurthala,-1.0,630,-1,-1,500,-1,-1,1950,1950,1100,-1
2005,Punjab,Kapurthala,-1.0,641,-1,-1,500,-1,-1,1950,1950,1100,-1
2006,Punjab,Kapurthala,-1.0,713,-1,-1,630,-1,2137,-1,-1,1100,-1
2007,Punjab,Kapurthala,-1.0,950,-1,-1,650,-1,-1,-1,-1,1150,-1
2008,Punjab,Kapurthala,-1.0,1040,-1,-1,687,-1,-1,-1,-1,1450,-1
2009,Punjab,Kapurthala,-1.0,1100,-1,-1,840,-1,-1,-1,-1,1790,-1
2010,Punjab,Kapurthala,-1.0,1100,-1,-1,900,-1,-1,-1,-1,-1,-1
2011,Punjab,Kapurthala,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2012,Punjab,Kapurthala,-1.0,1285,-1,-1,1250,-1,-1,-1,-1,-1,-1
2013,Punjab,Kapurthala,-1.0,1285,-1,-1,1300,-1,-1,-1,-1,-1,-1
2014,Punjab,Kapurthala,-1.0,1400,-1,-1,1190,-1,-1,-1,-1,-1,-1
2015,Punjab,Kapurthala,-1.0,1450,-1,-1,1325,-1,-1,-1,-1,-1,-1
2003,Punjab,Jalandhar,-1.0,640,-1,-1,550,-1,1650,-1,2000,1350,-1
2004,Punjab,Jalandhar,-1.0,630,-1,-1,550,-1,-1,1170,2000,1350,-1
2005,Punjab,Jalandhar,-1.0,640,-1,-1,550,-1,-1,1590,2000,1350,-1
2006,Punjab,Jalandhar,-1.0,675,-1,-1,705,-1,2137,1950,3300,1300,-1
2007,Punjab,Jalandhar,-1.0,870,-1,-1,725,-1,-1,1970,3300,1330,-1
2008,Punjab,Jalandhar,-1.0,1080,-1,-1,840,-1,-1,-1,2750,1450,-1
2009,Punjab,Jalandhar,-1.0,1100,-1,-1,840,-1,-1,-1,2750,1600,-1
2010,Punjab,Jalandhar,-1.0,1020,-1,-1,880,-1,-1,-1,-1,-1,-1
2011,Punjab,Jalandhar,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2012,Punjab,Jalandhar,-1.0,1285,-1,-1,1200,-1,-1,-1,7000,-1,-1
2013,Punjab,Jalandhar,-1.0,1350,-1,-1,1440,-1,-1,-1,8000,-1,-1
2014,Punjab,Jalandhar,-1.0,1400,-1,-1,1190,-1,-1,-1,9000,-1,-1
2015,Punjab,Jalandhar,-1.0,1400,-1,-1,1325,-1,-1,-1,-1,-1,-1
2003,Punjab,Hoshiarpur,-1.0,650,-1,-1,545,-1,2800,1825,3500,1500,-1
2004,Punjab,Hoshiarpur,-1.0,633,-1,895,460,995,1875,1550,3975,1895,-1
2005,Punjab,Hoshiarpur,-1.0,670,-1,895,550,995,1875,2000,3975,1895,-1
2006,Punjab,Hoshiarpur,-1.0,675,-1,-1,705,-1,-1,1950,2225,1895,-1
2007,Punjab,Hoshiarpur,-1.0,1025,-1,-1,725,-1,2550,1970,2370,1910,-1
2008,Punjab,Hoshiarpur,-1.0,1000,-1,-1,850,-1,1730,2400,2750,2000,-1
2009,Punjab,Hoshiarpur,-1.0,1080,-1,-1,820,-1,1760,2800,2750,2150,-1
2010,Punjab,Hoshiarpur,-1.0,1100,-1,-1,1050,-1,-1,3000,-1,-1,-1
2011,Punjab,Hoshiarpur,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2012,Punjab,Hoshiarpur,-1.0,1300,-1,-1,1000,-1,-1,4650,7500,-1,-1
2013,Punjab,Hoshiarpur,-1.0,1350,-1,-1,1147,-1,-1,5000,8000,-1,-1
2014,Punjab,Hoshiarpur,-1.0,1400,-1,-1,1190,-1,-1,-1,9000,-1,-1
2015,Punjab,Hoshiarpur,-1.0,1450,-1,-1,1325,-1,3175,4030,-1,-1,-1
2003,Punjab,Roopnagar / Ropar,-1.0,650,-1,450,615,-1,1900,-1,2500,1200,-1
2004,Punjab,Roopnagar / Ropar,-1.0,630,-1,450,500,-1,1900,-1,2500,1200,-1
2005,Punjab,Roopnagar / Ropar,-1.0,640,-1,450,550,-1,1900,-1,2500,1200,-1
2006,Punjab,Roopnagar / Ropar,-1.0,700,-1,-1,775,-1,-1,-1,3000,1200,-1
2007,Punjab,Roopnagar / Ropar,-1.0,825,-1,-1,725,-1,2150,-1,3000,1250,-1
2008,Punjab,Roopnagar / Ropar,-1.0,1000,-1,-1,750,-1,2250,-1,2750,1350,-1
2009,Punjab,Roopnagar / Ropar,-1.0,1080,-1,-1,850,-1,-1,-1,-1,1993,-1
2010,Punjab,Roopnagar / Ropar,-1.0,1100,-1,-1,925,-1,-1,-1,-1,-1,-1
2011,Punjab,Roopnagar / Ropar,-1.0,1120,-1,-1,1000,-1,-1,-1,-1,-1,-1
2012,Punjab,Roopnagar / Ropar,-1.0,1285,-1,-1,1200,-1,5938,-1,-1,-1,-1
2013,Punjab,Roopnagar / Ropar,-1.0,1345,-1,-1,1050,-1,-1,-1,-1,-1,-1
2014,Punjab,Roopnagar / Ropar,-1.0,1400,-1,-1,1350,-1,5000,-1,-1,-1,-1
2015,Punjab,Roopnagar / Ropar,-1.0,1450,-1,-1,1485,-1,3175,-1,-1,-1,-1
2003,Punjab,Ludhiana,-1.0,630,-1,-1,650,570,1750,-1,-1,1200,-1
2004,Punjab,Ludhiana,-1.0,640,-1,560,670,580,1760,2400,-1,1550,-1
2005,Punjab,Ludhiana,-1.0,650,610,575,680,600,2575,2400,-1,1560,-1
2006,Punjab,Ludhiana,-1.0,675,-1,-1,740,800,2137,2400,-1,1560,2200
2007,Punjab,Ludhiana,-1.0,850,-1,-1,750,825,-1,2400,-1,1600,1175
2008,Punjab,Ludhiana,-1.0,1000,-1,-1,800,850,-1,-1,-1,1700,2800
2009,Punjab,Ludhiana,-1.0,1100,-1,-1,1400,1450,-1,-1,-1,1820,5100
2010,Punjab,Ludhiana,-1.0,1100,-1,-1,1400,-1,-1,-1,-1,-1,-1
2011,Punjab,Ludhiana,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2012,Punjab,Ludhiana,-1.0,1285,-1,-1,1200,1325,-1,-1,-1,-1,-1
2013,Punjab,Ludhiana,-1.0,1350,-1,1700,1520,1150,-1,-1,-1,-1,-1
2014,Punjab,Ludhiana,-1.0,1400,-1,-1,1530,1175,-1,-1,-1,-1,-1
2015,Punjab,Ludhiana,-1.0,1450,-1,-1,1325,1150,-1,-1,-1,-1,-1
2003,Punjab,Ferozpur,-1.0,630,-1,-1,-1,580,1850,-1,2749,1300,-1
2004,Punjab,Ferozpur,-1.0,640,-1,-1,550,580,1320,1475,2749,1300,-1
2005,Punjab,Ferozpur,-1.0,640,-1,-1,550,580,1320,1475,2749,1300,-1
2006,Punjab,Ferozpur,-1.0,700,-1,-1,728,610,1750,-1,3300,1250,-1
2007,Punjab,Ferozpur,-1.0,850,-1,-1,754,705,1750,-1,3300,1310,2160
2008,Punjab,Ferozpur,-1.0,1000,-1,-1,801,1050,2450,-1,7000,1470,2862
2009,Punjab,Ferozpur,-1.0,1080,-1,-1,1450,770,2800,-1,7000,1650,2975
2010,Punjab,Ferozpur,-1.0,1100,-1,-1,-1,-1,-1,-1,-1,-1,-1
2011,Punjab,Ferozpur,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2012,Punjab,Ferozpur,-1.0,1285,-1,1385,-1,-1,-1,-1,7500,-1,-1
2013,Punjab,Ferozpur,-1.0,1350,-1,-1,-1,-1,-1,-1,8000,-1,-1
2014,Punjab,Ferozpur,-1.0,1400,-1,-1,-1,-1,-1,-1,9000,-1,-1
2015,Punjab,Ferozpur,-1.0,1400,-1,-1,-1,-1,-1,-1,9000,-1,-1
2003,Punjab,Bhatinda,-1.0,630,-1,640,820,575,1620,1300,1850,1250,-1
2004,Punjab,Bhatinda,-1.0,710,-1,700,820,650,2100,1300,2250,1250,-1
2005,Punjab,Bhatinda,-1.0,650,1550,700,820,650,2100,2600,2300,1450,-1
2006,Punjab,Bhatinda,-1.0,700,-1,800,728,710,-1,3000,-1,1455,1950
2007,Punjab,Bhatinda,-1.0,1000,-1,825,754,725,2150,3000,-1,1490,2125
2008,Punjab,Bhatinda,-1.0,1000,-1,-1,801,780,2800,2600,-1,2620,2400
2009,Punjab,Bhatinda,-1.0,1100,-1,-1,1450,1000,3200,3800,-1,1993,6350
2010,Punjab,Bhatinda,-1.0,1100,-1,-1,-1,1000,3200,-1,-1,-1,-1
2011,Punjab,Bhatinda,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2012,Punjab,Bhatinda,-1.0,1285,-1,-1,-1,1230,4000,-1,-1,-1,-1
2013,Punjab,Bhatinda,-1.0,1350,-1,1700,-1,1060,5400,-1,-1,-1,-1
2014,Punjab,Bhatinda,-1.0,1450,-1,-1,1300,1180,5000,-1,-1,-1,-1
2015,Punjab,Bhatinda,-1.0,1400,-1,-1,-1,1183,3175,-1,-1,-1,-1
2003,Punjab,Sangrur,-1.0,630,-1,400,550,545,1670,1500,-1,1200,-1
2004,Punjab,Sangrur,-1.0,630,-1,400,800,540,1250,2100,2500,1800,-1
2005,Punjab,Sangrur,-1.0,630,-1,600,800,540,1250,2100,2500,1800,-1
2006,Punjab,Sangrur,-1.0,700,-1,800,600,650,-1,3000,-1,1800,1925
2007,Punjab,Sangrur,-1.0,1000,-1,825,620,650,2150,3000,-1,1840,2150
2008,Punjab,Sangrur,-1.0,1080,-1,400,1000,780,2800,-1,-1,1900,2400
2009,Punjab,Sangrur,-1.0,1100,-1,-1,1450,1000,3200,3800,-1,2050,6350
2010,Punjab,Sangrur,-1.0,1100,-1,1500,-1,-1,3200,-1,-1,-1,-1
2011,Punjab,Sangrur,-1.0,1120,-1,-1,-1,980,4500,2700,-1,-1,-1
2012,Punjab,Sangrur,-1.0,1285,-1,-1,1000,1800,5938,-1,-1,-1,-1
2013,Punjab,Sangrur,-1.0,1350,-1,1700,1350,1505,5400,-1,-1,-1,-1
2014,Punjab,Sangrur,-1.0,1400,-1,-1,1300,1250,5000,-1,-1,-1,-1
2015,Punjab,Sangrur,-1.0,1400,-1,-1,1325,1500,-1,-1,-1,-1,-1
2003,Punjab,Patiala,-1.0,630,-1,-1,580,560,1325,-1,-1,1250,-1
2004,Punjab,Patiala,-1.0,630,-1,-1,580,550,1325,2200,-1,1250,-1
2005,Punjab,Patiala,-1.0,640,-1,-1,710,600,1325,2200,-1,1250,-1
2006,Punjab,Patiala,-1.0,650,-1,-1,800,700,-1,-1,-1,1250,-1
2007,Punjab,Patiala,-1.0,850,-1,-1,800,725,-1,-1,-1,1270,2037
2008,Punjab,Patiala,-1.0,1000,-1,-1,820,850,-1,-1,-1,1520,2800
2009,Punjab,Patiala,-1.0,1080,-1,-1,750,900,-1,-1,-1,1850,6500
2010,Punjab,Patiala,-1.0,1100,-1,-1,1200,975,-1,3200,-1,-1,-1
